seed	k	n	survive_bf	edges_bf	survive_pad	edges_pad	
34	80	30	27	44	27	48	
34	80	40	27	46	27	52	
34	80	50	30	52	30	57	
34	80	60	31	55	30	60	
34	80	70	34	60	33	67	
34	80	80	35	61	34	70	
34	80	90	36	62	34	73	
34	80	100	36	63	35	77	
34	100	0	12	12	12	12	
34	100	10	22	31	20	29	
34	100	20	34	51	31	51	
34	100	30	35	55	32	55	
34	100	40	39	61	35	63	
34	100	50	39	62	35	65	
34	100	60	39	63	35	70	
34	100	70	39	63	35	71	
34	100	80	39	64	35	72	
34	100	90	42	68	38	73	
34	100	100	42	68	38	74	
35	20	0	8	8	8	8	
35	20	10	11	16	10	15	
35	20	20	12	18	12	19	
35	20	30	12	20	12	23	
35	20	40	12	20	12	24	
35	20	50	12	20	12	24	
35	20	60	12	20	12	28	
35	20	70	12	20	12	29	
35	20	80	12	20	12	29	
35	20	90	12	20	12	31	
35	20	100	12	20	12	29	
35	40	0	11	11	11	11	
35	40	10	18	25	16	23	
35	40	20	20	30	18	28	
35	40	30	23	35	21	33	
35	40	40	23	36	23	39	
35	40	50	24	39	23	40	
35	40	60	25	40	24	42	
35	40	70	25	40	24	45	
35	40	80	25	40	24	46	
35	40	90	25	40	24	46	
35	40	100	25	40	24	47	
35	60	0	11	11	11	11	
35	60	10	24	35	23	32	
35	60	20	27	41	24	37	
35	60	30	27	42	24	39	
35	60	40	27	45	25	45	
35	60	50	28	46	26	47	
35	60	60	28	46	26	47	
35	60	70	28	47	26	50	
35	60	80	28	47	26	52	
35	60	90	28	48	26	53	
35	60	100	28	49	26	54	
35	80	0	13	13	13	13	
35	80	10	30	43	29	40	
35	80	20	33	51	31	47	
35	80	30	33	51	31	48	
35	80	40	35	55	31	53	
35	80	50	35	55	32	55	
35	80	60	36	58	32	57	
35	80	70	36	59	32	61	
35	80	80	38	61	34	68	
35	80	90	38	62	34	68	
35	80	100	39	64	34	69	
35	100	0	14	14	14	14	
35	100	10	26	39	24	35	
35	100	20	35	56	34	52	
35	100	30	38	61	37	59	
35	100	40	39	64	38	65	
35	100	50	41	68	39	70	
35	100	60	42	71	39	71	
35	100	70	42	71	39	72	
35	100	80	43	73	39	74	
35	100	90	43	75	40	77	
35	100	100	43	76	41	79	
36	20	0	7	7	7	7	
36	20	10	10	18	9	14	
36	20	20	10	19	9	19	
36	20	30	10	19	9	24	
36	20	40	10	19	9	22	
36	20	50	11	20	9	23	
36	20	60	11	20	10	25	
36	20	70	11	20	10	27	
36	20	80	11	20	10	27	
36	20	90	11	20	10	26	
36	20	100	11	20	10	27	
36	40	0	10	10	10	10	
36	40	10	18	26	18	25	
36	40	20	21	31	21	30	
36	40	30	23	34	23	35	
36	40	40	23	34	23	35	
36	40	50	23	36	23	38	
36	40	60	23	36	23	38	
36	40	70	23	36	23	38	
36	40	80	23	36	23	40	
36	40	90	23	36	23	41	
36	40	100	23	37	23	43	
36	60	0	11	11	11	11	
36	60	10	19	29	19	29	
36	60	20	25	41	22	38	
36	60	30	27	44	23	42	
36	60	40	29	47	25	49	
36	60	50	29	47	25	52	
36	60	60	32	53	30	65	
36	60	70	32	53	30	67	
36	60	80	32	53	30	68	
36	60	90	32	53	30	69	
36	60	100	32	53	30	69	
36	80	0	14	14	14	14	
36	80	10	28	39	27	39	
36	80	20	31	47	28	45	
36	80	30	32	48	28	46	
36	80	40	34	52	30	50	
36	80	50	36	56	33	54	
36	80	60	36	59	34	58	
36	80	70	37	60	34	60	
36	80	80	38	62	35	63	
36	80	90	38	62	35	63	
36	80	100	38	63	35	65	
36	100	0	13	13	13	13	
36	100	10	25	37	24	34	
36	100	20	29	45	26	39	
36	100	30	34	51	29	46	
36	100	40	36	55	32	50	
36	100	50	37	59	33	55	
36	100	60	39	62	35	58	
36	100	70	42	66	37	63	
36	100	80	42	66	37	64	
36	100	90	43	67	38	66	
36	100	100	43	67	39	71	
37	20	0	8	8	8	8	
37	20	10	13	17	13	21	
37	20	20	13	17	13	23	
37	20	30	13	18	13	24	
37	20	40	13	18	13	24	
37	20	50	13	18	13	24	
37	20	60	13	18	13	22	
37	20	70	13	18	13	22	
37	20	80	13	18	13	22	
37	20	90	13	18	13	23	
37	20	100	13	18	13	22	
37	40	0	11	11	11	11	
37	40	10	19	27	16	28	
37	40	20	19	28	17	32	
37	40	30	20	31	17	35	
37	40	40	21	33	18	39	
37	40	50	21	33	18	39	
37	40	60	21	33	18	39	
37	40	70	21	33	18	40	
37	40	80	21	34	18	41	
37	40	90	21	34	18	42	
37	40	100	21	35	18	45	
37	60	0	9	9	9	9	
37	60	10	23	33	21	30	
37	60	20	26	40	24	37	
37	60	30	29	45	25	41	
37	60	40	29	46	27	46	
37	60	50	31	49	28	49	
37	60	60	31	50	28	52	
37	60	70	32	51	29	56	
37	60	80	33	52	30	58	
37	60	90	33	53	30	61	
37	60	100	33	54	30	64	
37	80	0	12	12	12	12	
37	80	10	23	29	22	28	
37	80	20	31	43	27	41	
37	80	30	31	47	28	47	
37	80	40	31	50	29	52	
37	80	50	32	51	29	56	
37	80	60	34	56	31	61	
37	80	70	34	60	31	63	
37	80	80	34	61	31	66	
37	80	90	35	62	31	69	
37	80	100	35	63	31	70	
37	100	0	14	14	14	14	
37	100	10	29	43	26	37	
37	100	20	35	52	32	48	
37	100	30	37	57	32	53	
37	100	40	39	61	34	59	
37	100	50	39	63	34	62	
37	100	60	40	66	36	67	
37	100	70	40	68	38	72	
37	100	80	40	68	39	76	
37	100	90	40	69	39	78	
37	100	100	41	70	39	79	
38	20	0	8	8	8	8	
38	20	10	10	14	10	16	
38	20	20	10	14	10	16	
38	20	30	10	15	10	17	
38	20	40	10	17	10	21	
38	20	50	10	19	10	22	
38	20	60	10	19	10	23	
38	20	70	10	19	10	24	
38	20	80	10	19	10	25	
38	20	90	10	19	10	25	
38	20	100	10	19	10	29	
38	40	0	9	9	9	9	
38	40	10	17	25	13	22	
38	40	20	18	29	13	27	
38	40	30	20	32	17	33	
38	40	40	25	39	20	37	
38	40	50	25	39	20	38	
38	40	60	25	40	22	44	
38	40	70	25	40	22	46	
38	40	80	25	40	22	46	
38	40	90	25	40	22	47	
38	40	100	25	40	22	47	
38	60	0	10	10	10	10	
38	60	10	23	33	20	29	
38	60	20	26	38	24	36	
38	60	30	26	42	25	42	
38	60	40	28	46	28	49	
38	60	50	29	48	29	52	
38	60	60	29	48	29	54	
38	60	70	29	48	29	57	
38	60	80	29	49	29	58	
38	60	90	29	49	29	60	
38	60	100	29	49	29	61	
38	80	0	13	13	13	13	
38	80	10	24	36	24	35	
38	80	20	28	47	27	43	
38	80	30	28	49	27	45	
38	80	40	29	55	28	50	
38	80	50	29	55	28	52	
38	80	60	29	57	28	53	
38	80	70	29	60	28	57	
38	80	80	29	60	28	59	
38	80	90	32	66	29	64	
38	80	100	32	66	30	65	
38	100	0	13	13	13	13	
38	100	10	23	33	22	31	
38	100	20	28	44	26	40	
38	100	30	29	49	27	47	
38	100	40	29	49	27	50	
38	100	50	31	55	28	56	
38	100	60	31	55	28	56	
38	100	70	33	57	30	58	
38	100	80	33	58	30	59	
38	100	90	33	60	31	62	
38	100	100	37	66	35	67	
39	20	0	6	6	6	6	
39	20	10	9	14	7	14	
39	20	20	10	17	8	17	
39	20	30	10	17	8	18	
39	20	40	11	18	9	19	
39	20	50	11	19	9	20	
39	20	60	11	19	9	22	
39	20	70	11	19	10	21	
39	20	80	11	19	10	20	
39	20	90	11	19	10	21	
39	20	100	11	19	10	21	
39	40	0	12	12	12	12	
39	40	10	17	23	17	24	
39	40	20	17	24	17	26	
39	40	30	18	26	17	28	
39	40	40	19	28	17	29	
39	40	50	19	28	17	32	
39	40	60	19	29	17	33	
39	40	70	19	29	17	34	
39	40	80	19	30	17	35	
39	40	90	19	30	17	38	
39	40	100	19	31	17	38	
39	60	0	12	12	12	12	
39	60	10	22	30	21	30	
39	60	20	26	40	24	40	
39	60	30	27	42	26	43	
39	60	40	28	44	27	46	
39	60	50	29	48	27	50	
39	60	60	29	50	27	57	
39	60	70	29	50	28	61	
39	60	80	29	51	28	62	
39	60	90	29	51	28	64	
39	60	100	29	52	28	64	
39	80	0	16	16	16	16	
39	80	10	33	46	32	44	
39	80	20	33	49	32	50	
39	80	30	34	51	33	56	
39	80	40	36	55	33	57	
39	80	50	38	61	35	62	
39	80	60	39	62	35	64	
39	80	70	40	64	35	65	
39	80	80	40	64	35	67	
39	80	90	40	65	36	70	
39	80	100	41	66	37	71	
39	100	0	13	13	13	13	
39	100	10	35	48	33	44	
39	100	20	36	52	34	48	
39	100	30	38	57	36	56	
39	100	40	39	61	36	60	
39	100	50	41	64	36	63	
39	100	60	41	64	36	63	
39	100	70	44	67	38	67	
39	100	80	47	74	40	73	
39	100	90	48	78	40	76	
39	100	100	49	80	41	78	
40	20	0	8	8	8	8	
40	20	10	11	17	10	17	
40	20	20	11	17	11	20	
40	20	30	12	19	11	23	
40	20	40	12	19	11	26	
40	20	50	12	19	11	26	
40	20	60	12	19	11	26	
40	20	70	12	19	11	24	
40	20	80	12	19	11	26	
40	20	90	12	19	11	26	
40	20	100	12	19	11	28	
40	40	0	11	11	11	11	
40	40	10	17	27	16	24	
40	40	20	18	29	16	28	
40	40	30	19	31	16	33	
40	40	40	23	34	17	34	
40	40	50	22	34	18	38	
40	40	60	22	34	18	39	
40	40	70	23	36	19	42	
40	40	80	23	36	19	40	
40	40	90	23	36	19	43	
40	40	100	23	36	19	46	
40	60	0	10	10	10	10	
40	60	10	20	27	20	27	
40	60	20	20	29	20	28	
40	60	30	27	42	24	36	
40	60	40	28	43	24	38	
40	60	50	29	44	24	38	
40	60	60	29	44	24	41	
40	60	70	29	46	24	43	
40	60	80	29	46	24	43	
40	60	90	29	47	25	43	
40	60	100	29	49	25	46	
40	80	0	11	11	11	11	
40	80	10	27	39	24	36	
40	80	20	29	45	23	39	
40	80	30	34	54	30	49	
40	80	40	35	57	30	51	
40	80	50	37	61	30	54	
40	80	60	37	61	30	56	
40	80	70	37	61	30	57	
40	80	80	37	64	32	60	
40	80	90	37	64	32	62	
40	80	100	37	64	33	66	
40	100	0	14	14	14	14	
40	100	10	21	30	20	28	
40	100	20	25	41	22	36	
40	100	30	33	55	30	53	
40	100	40	36	60	32	57	
40	100	50	37	61	33	61	
40	100	60	39	64	35	63	
40	100	70	39	67	35	68	
40	100	80	42	72	36	74	
40	100	90	42	73	36	77	
40	100	100	43	76	36	80	
41	20	0	8	8	8	8	
41	20	10	11	17	11	17	
41	20	20	13	20	12	22	
41	20	30	13	20	12	22	
41	20	40	13	20	12	24	
41	20	50	13	20	13	26	
41	20	60	13	20	13	28	
41	20	70	13	20	13	29	
41	20	80	13	20	13	29	
41	20	90	13	20	13	31	
41	20	100	13	20	13	32	
41	40	0	9	9	9	9	
41	40	10	16	21	14	19	
41	40	20	17	24	15	24	
41	40	30	18	26	16	26	
41	40	40	19	29	18	28	
41	40	50	19	30	18	33	
41	40	60	23	33	19	37	
41	40	70	23	33	19	40	
41	40	80	23	34	19	41	
41	40	90	23	34	19	41	
41	40	100	24	36	21	41	
41	60	0	17	17	17	17	
41	60	10	25	37	22	32	
41	60	20	26	41	22	37	
41	60	30	27	42	23	40	
41	60	40	27	45	25	45	
41	60	50	27	46	25	48	
41	60	60	28	50	26	51	
41	60	70	29	51	28	58	
41	60	80	31	53	28	61	
41	60	90	31	53	28	61	
41	60	100	31	53	28	60	
41	80	0	17	17	17	17	
41	80	10	29	45	28	41	
41	80	20	33	52	31	47	
41	80	30	33	52	31	49	
41	80	40	36	60	34	56	
41	80	50	37	62	34	58	
41	80	60	37	62	35	61	
41	80	70	38	64	35	62	
41	80	80	39	67	36	65	
41	80	90	40	70	36	68	
41	80	100	41	71	37	72	
41	100	0	13	13	13	13	
41	100	10	25	34	24	33	
41	100	20	31	48	29	46	
41	100	30	34	55	33	55	
41	100	40	39	65	37	65	
41	100	50	39	66	37	68	
41	100	60	39	67	37	69	
41	100	70	39	68	38	72	
41	100	80	42	73	39	73	
41	100	90	42	74	39	76	
41	100	100	43	76	40	79	
42	20	0	7	7	7	7	
42	20	10	10	14	9	13	
42	20	20	11	16	10	18	
42	20	30	12	18	11	20	
42	20	40	12	18	11	20	
42	20	50	12	18	11	21	
42	20	60	12	18	11	24	
42	20	70	12	19	11	26	
42	20	80	12	19	11	27	
42	20	90	12	19	11	28	
42	20	100	12	19	11	29	
42	40	0	8	8	8	8	
42	40	10	15	24	13	21	
42	40	20	18	31	16	29	
42	40	30	19	33	17	36	
42	40	40	19	33	17	37	
42	40	50	19	34	18	37	
42	40	60	19	34	18	37	
42	40	70	19	34	18	39	
42	40	80	19	34	18	41	
42	40	90	19	34	18	41	
42	40	100	20	36	19	45	
42	60	0	10	10	10	10	
42	60	10	22	30	19	28	
42	60	20	25	39	21	36	
42	60	30	27	44	21	42	
42	60	40	31	53	25	51	
42	60	50	31	53	25	51	
42	60	60	31	53	25	52	
42	60	70	31	53	25	54	
42	60	80	31	53	26	59	
42	60	90	31	54	28	60	
42	60	100	32	55	28	64	
42	80	0	12	12	12	12	
42	80	10	30	44	27	39	
42	80	20	33	53	32	48	
42	80	30	33	54	32	53	
42	80	40	34	55	32	55	
42	80	50	34	57	32	59	
42	80	60	38	62	34	63	
42	80	70	38	64	34	66	
42	80	80	38	64	35	68	
42	80	90	38	64	35	68	
42	80	100	38	64	36	70	
42	100	0	16	16	16	16	
42	100	10	30	40	28	37	
42	100	20	36	51	35	50	
42	100	30	38	55	36	55	
42	100	40	41	60	38	59	
42	100	50	43	64	40	66	
42	100	60	44	67	41	69	
42	100	70	45	68	41	70	
42	100	80	45	69	41	72	
42	100	90	45	70	41	77	
42	100	100	45	71	41	79	
43	20	0	8	8	8	8	
43	20	10	9	12	9	13	
43	20	20	10	15	10	15	
43	20	30	10	15	10	17	
43	20	40	10	16	10	21	
43	20	50	10	16	10	21	
43	20	60	10	17	10	22	
43	20	70	10	17	10	22	
43	20	80	10	18	10	24	
43	20	90	10	18	10	26	
43	20	100	10	18	10	27	
43	40	0	11	11	11	11	
43	40	10	18	26	17	23	
43	40	20	20	28	20	26	
43	40	30	21	30	20	32	
43	40	40	22	33	21	36	
43	40	50	22	34	21	39	
43	40	60	23	35	21	40	
43	40	70	23	35	21	40	
43	40	80	23	35	21	41	
43	40	90	23	35	21	43	
43	40	100	23	35	21	44	
43	60	0	9	9	9	9	
43	60	10	17	27	15	25	
43	60	20	25	40	24	40	
43	60	30	29	48	26	44	
43	60	40	30	50	27	46	
43	60	50	31	51	27	48	
43	60	60	31	52	27	51	
43	60	70	31	52	27	53	
43	60	80	31	52	27	54	
43	60	90	31	52	27	55	
43	60	100	31	52	27	57	
43	80	0	11	11	11	11	
43	80	10	21	32	19	32	
43	80	20	25	38	21	36	
43	80	30	29	47	26	47	
43	80	40	33	53	30	53	
43	80	50	35	57	30	53	
43	80	60	37	59	33	57	
43	80	70	37	60	33	61	
43	80	80	37	61	33	64	
43	80	90	37	64	34	69	
43	80	100	37	64	35	71	
43	100	0	14	14	14	14	
43	100	10	40	55	37	50	
43	100	20	43	61	40	56	
43	100	30	43	65	42	61	
43	100	40	44	69	43	66	
43	100	50	45	71	44	69	
43	100	60	46	73	45	72	
43	100	70	49	78	46	76	
43	100	80	49	80	46	80	
43	100	90	49	80	46	81	
43	100	100	49	80	46	80	
44	20	0	7	7	7	7	
44	20	10	9	15	9	15	
44	20	20	10	17	10	19	
44	20	30	10	17	10	19	
44	20	40	10	17	10	20	
44	20	50	11	18	10	21	
44	20	60	11	18	10	22	
44	20	70	11	18	10	22	
44	20	80	11	18	10	22	
44	20	90	11	18	10	23	
44	20	100	11	18	10	23	
44	40	0	11	11	11	11	
44	40	10	14	22	13	21	
44	40	20	18	30	16	30	
44	40	30	18	30	17	32	
44	40	40	18	30	18	33	
44	40	50	18	32	18	35	
44	40	60	18	32	18	36	
44	40	70	18	32	18	37	
44	40	80	20	35	19	40	
44	40	90	21	36	19	40	
44	40	100	21	36	19	42	
44	60	0	11	11	11	11	
44	60	10	26	36	21	29	
44	60	20	30	44	26	39	
44	60	30	30	44	27	43	
44	60	40	30	44	27	43	
44	60	50	30	45	27	45	
44	60	60	31	46	28	47	
44	60	70	32	48	30	50	
44	60	80	32	49	30	51	
44	60	90	32	50	30	52	
44	60	100	32	50	31	56	
44	80	0	9	9	9	9	
44	80	10	21	29	19	26	
44	80	20	26	41	21	34	
44	80	30	29	48	24	42	
44	80	40	32	52	25	47	
44	80	50	32	52	26	51	
44	80	60	33	54	27	52	
44	80	70	35	60	30	60	
44	80	80	35	62	30	62	
44	80	90	35	63	30	65	
44	80	100	35	63	30	66	
44	100	0	13	13	13	13	
44	100	10	29	39	28	37	
44	100	20	33	48	32	49	
44	100	30	38	57	35	53	
44	100	40	39	59	37	60	
44	100	50	42	63	40	65	
44	100	60	42	64	40	66	
44	100	70	43	67	41	69	
44	100	80	45	71	40	70	
44	100	90	45	72	40	71	
44	100	100	45	72	40	74	
45	20	0	7	7	7	7	
45	20	10	11	15	10	18	
45	20	20	11	16	10	19	
45	20	30	11	17	11	22	
45	20	40	11	17	11	23	
45	20	50	11	17	11	23	
45	20	60	11	18	11	22	
45	20	70	11	18	11	24	
45	20	80	12	19	11	24	
45	20	90	12	19	11	24	
45	20	100	12	19	11	23	
45	40	0	15	15	15	15	
45	40	10	18	25	18	25	
45	40	20	18	28	18	30	
45	40	30	19	30	19	34	
45	40	40	19	30	19	36	
45	40	50	21	32	19	39	
45	40	60	21	33	21	42	
45	40	70	21	33	21	42	
45	40	80	21	33	21	42	
45	40	90	21	34	21	42	
45	40	100	21	35	21	43	
45	60	0	12	12	12	12	
45	60	10	20	29	17	24	
45	60	20	25	38	21	33	
45	60	30	26	40	22	38	
45	60	40	26	42	22	40	
45	60	50	28	44	25	48	
45	60	60	28	46	25	51	
45	60	70	28	47	25	51	
45	60	80	29	48	25	53	
45	60	90	29	48	25	54	
45	60	100	29	49	25	55	
45	80	0	16	16	16	16	
45	80	10	32	44	31	40	
45	80	20	34	46	34	45	
45	80	30	34	51	34	51	
45	80	40	35	55	33	54	
45	80	50	36	58	33	58	
45	80	60	40	64	37	65	
45	80	70	41	66	39	69	
45	80	80	41	66	40	70	
45	80	90	42	68	40	72	
45	80	100	42	70	40	75	
45	100	0	13	13	13	13	
45	100	10	31	47	29	44	
45	100	20	34	55	31	53	
45	100	30	36	61	32	56	
45	100	40	39	68	35	67	
45	100	50	42	72	37	74	
45	100	60	43	74	39	78	
45	100	70	44	77	39	82	
45	100	80	45	78	40	84	
45	100	90	46	80	41	87	
45	100	100	47	82	43	89	
46	20	0	7	7	7	7	
46	20	10	10	15	10	14	
46	20	20	10	17	10	17	
46	20	30	10	17	10	20	
46	20	40	10	18	10	20	
46	20	50	10	18	10	20	
46	20	60	10	18	10	22	
46	20	70	10	18	10	23	
46	20	80	10	18	10	24	
46	20	90	10	18	10	25	
46	20	100	10	18	10	26	
46	40	0	11	11	11	11	
46	40	10	17	24	16	22	
46	40	20	17	24	16	24	
46	40	30	17	25	16	26	
46	40	40	17	25	16	28	
46	40	50	18	29	17	33	
46	40	60	18	30	17	35	
46	40	70	18	30	17	36	
46	40	80	18	32	17	37	
46	40	90	19	34	18	41	
46	40	100	19	34	18	43	
46	60	0	10	10	10	10	
46	60	10	18	26	15	22	
46	60	20	19	31	17	30	
46	60	30	18	31	17	33	
46	60	40	18	31	17	36	
46	60	50	18	33	17	40	
46	60	60	18	33	17	41	
46	60	70	18	35	17	43	
46	60	80	18	35	17	45	
46	60	90	22	39	19	48	
46	60	100	22	39	19	48	
46	80	0	13	13	13	13	
46	80	10	23	33	22	30	
46	80	20	28	44	26	41	
46	80	30	30	51	28	49	
46	80	40	33	57	30	52	
46	80	50	33	58	30	57	
46	80	60	33	58	30	59	
46	80	70	34	59	31	64	
46	80	80	34	60	31	67	
46	80	90	35	63	32	72	
46	80	100	35	64	32	75	
46	100	0	14	14	14	14	
46	100	10	30	48	28	43	
46	100	20	33	56	31	52	
46	100	30	33	57	31	55	
46	100	40	36	63	34	62	
46	100	50	38	67	36	69	
46	100	60	39	68	36	70	
46	100	70	41	72	38	76	
46	100	80	42	74	38	77	
46	100	90	45	78	41	80	
46	100	100	45	78	41	84	
47	20	0	7	7	7	7	
47	20	10	11	14	9	16	
47	20	20	11	15	10	18	
47	20	30	12	17	11	19	
47	20	40	12	17	11	20	
47	20	50	12	18	11	21	
47	20	60	12	18	11	21	
47	20	70	12	18	12	20	
47	20	80	12	19	12	24	
47	20	90	12	19	12	24	
47	20	100	12	19	12	24	
47	40	0	8	8	8	8	
47	40	10	19	29	19	30	
47	40	20	20	33	20	35	
47	40	30	20	34	20	36	
47	40	40	20	34	19	38	
47	40	50	20	35	19	42	
47	40	60	21	37	21	44	
47	40	70	21	38	21	48	
47	40	80	21	38	21	48	
47	40	90	21	38	21	48	
47	40	100	21	39	21	48	
47	60	0	12	12	12	12	
47	60	10	19	25	18	24	
47	60	20	23	32	20	31	
47	60	30	25	36	21	35	
47	60	40	26	39	23	40	
47	60	50	26	39	23	41	
47	60	60	27	42	23	45	
47	60	70	28	44	23	48	
47	60	80	28	44	23	47	
47	60	90	28	45	24	46	
47	60	100	28	45	24	46	
47	80	0	14	14	14	14	
47	80	10	26	37	25	35	
47	80	20	30	47	29	43	
47	80	30	32	50	30	49	
47	80	40	35	53	30	48	
47	80	50	35	54	30	50	
47	80	60	35	55	30	54	
47	80	70	38	60	34	59	
47	80	80	38	60	34	59	
47	80	90	40	64	36	64	
47	80	100	40	64	36	65	
47	100	0	13	13	13	13	
47	100	10	24	35	20	31	
47	100	20	29	47	28	45	
47	100	30	34	56	31	53	
47	100	40	38	63	33	59	
47	100	50	38	64	33	61	
47	100	60	39	66	33	64	
47	100	70	39	67	33	66	
47	100	80	39	70	34	71	
47	100	90	40	73	34	76	
47	100	100	42	75	35	77	
48	20	0	9	9	9	9	
48	20	10	11	18	11	18	
48	20	20	11	18	11	20	
48	20	30	12	19	12	22	
48	20	40	12	19	12	24	
48	20	50	12	19	12	24	
48	20	60	12	19	12	24	
48	20	70	12	19	12	24	
48	20	80	12	20	12	25	
48	20	90	12	20	12	24	
48	20	100	12	20	12	24	
48	40	0	11	11	11	11	
48	40	10	15	20	15	20	
48	40	20	17	26	17	26	
48	40	30	20	31	18	30	
48	40	40	21	32	18	31	
48	40	50	21	32	19	34	
48	40	60	21	32	19	35	
48	40	70	21	33	19	39	
48	40	80	21	34	19	42	
48	40	90	21	35	19	45	
48	40	100	21	35	19	46	
48	60	0	14	14	14	14	
48	60	10	22	32	21	30	
48	60	20	23	37	22	36	
48	60	30	24	41	22	38	
48	60	40	26	44	23	43	
48	60	50	26	46	23	47	
48	60	60	26	47	23	50	
48	60	70	26	47	23	52	
48	60	80	26	47	24	55	
48	60	90	27	49	24	59	
48	60	100	27	49	25	61	
48	80	0	13	13	13	13	
48	80	10	25	35	24	36	
48	80	20	28	42	27	45	
48	80	30	32	48	29	49	
48	80	40	34	51	29	52	
48	80	50	35	53	31	54	
48	80	60	38	57	35	58	
48	80	70	39	59	35	59	
48	80	80	39	59	35	60	
48	80	90	42	64	39	67	
48	80	100	42	65	39	69	
48	100	0	15	15	15	15	
48	100	10	32	47	31	46	
48	100	20	35	52	34	53	
48	100	30	38	56	36	56	
48	100	40	40	64	39	64	
48	100	50	41	65	40	68	
48	100	60	43	70	41	74	
48	100	70	45	75	42	78	
48	100	80	45	76	42	81	
48	100	90	46	80	43	84	
48	100	100	46	80	43	84	
49	20	0	10	10	10	10	
49	20	10	12	18	11	18	
49	20	20	12	18	11	18	
49	20	30	12	18	11	19	
49	20	40	12	18	12	22	
49	20	50	12	18	12	23	
49	20	60	12	18	12	24	
49	20	70	12	18	12	24	
49	20	80	12	18	12	25	
49	20	90	12	19	12	26	
49	20	100	12	19	12	27	
49	40	0	9	9	9	9	
49	40	10	17	25	14	22	
49	40	20	18	27	16	26	
49	40	30	17	27	17	28	
49	40	40	17	27	17	32	
49	40	50	18	29	18	35	
49	40	60	18	30	18	35	
49	40	70	18	30	18	38	
49	40	80	18	31	18	39	
49	40	90	18	31	18	39	
49	40	100	18	31	18	38	
49	60	0	13	13	13	13	
49	60	10	23	30	20	27	
49	60	20	23	33	21	34	
49	60	30	23	36	21	37	
49	60	40	26	40	23	42	
49	60	50	28	42	26	46	
49	60	60	28	44	26	50	
49	60	70	29	45	27	48	
49	60	80	30	47	28	52	
49	60	90	31	48	28	55	
49	60	100	31	48	28	55	
49	80	0	9	9	9	9	
49	80	10	23	34	22	32	
49	80	20	26	41	24	38	
49	80	30	28	47	25	42	
49	80	40	30	50	27	46	
49	80	50	34	57	29	52	
49	80	60	37	64	33	59	
49	80	70	37	65	34	61	
49	80	80	37	65	34	62	
49	80	90	37	66	35	64	
49	80	100	37	67	35	67	
49	100	0	13	13	13	13	
49	100	10	30	40	27	37	
49	100	20	38	55	36	52	
49	100	30	43	65	38	60	
49	100	40	45	68	40	64	
49	100	50	46	72	41	70	
49	100	60	47	73	42	75	
49	100	70	48	75	42	76	
49	100	80	49	79	45	82	
49	100	90	49	79	45	82	
49	100	100	51	84	46	86	
50	20	0	8	8	8	8	
50	20	10	12	16	11	16	
50	20	20	12	17	12	20	
50	20	30	12	18	12	22	
50	20	40	12	18	12	21	
50	20	50	12	19	12	22	
50	20	60	12	19	12	24	
50	20	70	12	19	12	25	
50	20	80	12	19	12	27	
50	20	90	12	19	12	27	
50	20	100	12	19	12	28	
50	40	0	6	6	6	6	
50	40	10	12	17	11	16	
50	40	20	15	24	14	25	
50	40	30	16	28	15	30	
50	40	40	16	28	15	31	
50	40	50	17	30	16	35	
50	40	60	17	31	16	37	
50	40	70	18	33	17	38	
50	40	80	18	33	17	40	
50	40	90	18	33	17	39	
50	40	100	18	33	17	39	
50	60	0	11	11	11	11	
50	60	10	22	35	20	33	
50	60	20	26	42	23	41	
50	60	30	26	43	23	41	
50	60	40	27	45	24	44	
50	60	50	27	45	24	44	
50	60	60	27	45	24	44	
50	60	70	28	47	24	47	
50	60	80	28	48	24	51	
50	60	90	28	49	24	52	
50	60	100	28	50	24	54	
50	80	0	13	13	13	13	
50	80	10	23	35	23	34	
50	80	20	26	41	25	40	
50	80	30	27	44	26	48	
50	80	40	27	45	26	51	
50	80	50	28	47	26	53	
50	80	60	30	48	26	55	
50	80	70	32	53	28	60	
50	80	80	32	53	29	60	
50	80	90	32	53	29	61	
50	80	100	32	53	29	61	
50	100	0	15	15	15	15	
50	100	10	28	42	28	42	
50	100	20	30	49	29	47	
50	100	30	32	54	31	54	
50	100	40	35	60	34	57	
50	100	50	36	64	34	64	
50	100	60	39	68	34	66	
50	100	70	40	70	35	71	
50	100	80	40	70	35	72	
50	100	90	40	70	35	73	
50	100	100	41	72	35	76	
51	20	0	6	6	6	6	
51	20	10	8	12	8	13	
51	20	20	8	14	8	15	
51	20	30	9	16	9	18	
51	20	40	9	17	9	20	
51	20	50	9	18	9	21	
51	20	60	9	18	9	22	
51	20	70	9	18	9	22	
51	20	80	9	18	9	23	
51	20	90	9	19	9	23	
51	20	100	9	19	9	24	
51	40	0	10	10	10	10	
51	40	10	12	19	12	19	
51	40	20	12	21	12	20	
51	40	30	15	24	14	24	
51	40	40	15	24	14	24	
51	40	50	15	25	14	28	
51	40	60	15	25	14	30	
51	40	70	19	33	17	37	
51	40	80	19	33	17	39	
51	40	90	19	33	17	41	
51	40	100	19	33	17	42	
51	60	0	12	12	12	12	
51	60	10	14	20	13	18	
51	60	20	20	29	16	27	
51	60	30	21	33	20	34	
51	60	40	24	37	21	38	
51	60	50	26	41	23	42	
51	60	60	26	42	23	43	
51	60	70	26	42	23	47	
51	60	80	26	42	23	50	
51	60	90	27	44	24	52	
