seed	V	N	B	n_invisible	
47	30	0	11	19	
47	30	6	11	16	
47	30	12	11	16	
47	30	18	11	16	
47	30	24	11	16	
47	30	30	11	16	
47	30	36	11	16	
47	30	42	11	16	
47	30	48	11	15	
47	30	54	11	15	
47	30	60	11	15	
47	40	0	12	28	
47	40	8	12	23	
47	40	16	12	22	
47	40	24	12	19	
47	40	32	12	19	
47	40	40	12	19	
47	40	48	12	19	
47	40	56	12	19	
47	40	64	12	19	
47	40	72	12	19	
47	40	80	12	19	
47	50	0	11	39	
47	50	10	11	31	
47	50	20	11	31	
47	50	30	11	29	
47	50	40	11	25	
47	50	50	11	23	
47	50	60	11	23	
47	50	70	11	23	
47	50	80	11	23	
47	50	90	11	23	
47	50	100	11	23	
47	60	0	9	51	
47	60	12	9	40	
47	60	24	9	36	
47	60	36	9	32	
47	60	48	9	32	
47	60	60	9	32	
47	60	72	9	32	
47	60	84	9	31	
47	60	96	9	30	
47	60	108	9	30	
47	60	120	9	30	
47	70	0	12	58	
47	70	14	12	53	
47	70	28	12	52	
47	70	42	12	45	
47	70	56	12	42	
47	70	70	12	42	
47	70	84	12	41	
47	70	98	12	41	
47	70	112	12	41	
47	70	126	12	41	
47	70	140	12	41	
47	80	0	12	68	
47	80	16	12	61	
47	80	32	12	55	
47	80	48	12	54	
47	80	64	12	51	
47	80	80	12	51	
47	80	96	12	49	
47	80	112	12	48	
47	80	128	12	48	
47	80	144	12	47	
47	80	160	12	45	
47	90	0	13	77	
47	90	18	13	58	
47	90	36	13	57	
47	90	54	13	55	
47	90	72	13	53	
47	90	90	13	51	
47	90	108	13	51	
47	90	126	13	48	
47	90	144	13	48	
47	90	162	13	47	
47	90	180	13	47	
47	100	0	14	86	
47	100	20	14	73	
47	100	40	14	67	
47	100	60	14	67	
47	100	80	14	62	
47	100	100	14	62	
47	100	120	14	61	
47	100	140	14	61	
47	100	160	14	60	
47	100	180	14	60	
47	100	200	14	60	
48	10	0	6	4	
48	10	2	6	2	
48	10	4	6	2	
48	10	6	6	2	
48	10	8	6	2	
48	10	10	6	2	
48	10	12	6	2	
48	10	14	6	2	
48	10	16	6	2	
48	10	18	6	2	
48	10	20	6	2	
48	20	0	7	13	
48	20	4	7	9	
48	20	8	7	7	
48	20	12	7	7	
48	20	16	7	7	
48	20	20	7	7	
48	20	24	7	7	
48	20	28	7	7	
48	20	32	7	7	
48	20	36	7	7	
48	20	40	7	7	
48	30	0	8	22	
48	30	6	8	15	
48	30	12	8	14	
48	30	18	8	14	
48	30	24	8	14	
48	30	30	8	14	
48	30	36	8	12	
48	30	42	8	12	
48	30	48	8	12	
48	30	54	8	12	
48	30	60	8	12	
48	40	0	8	32	
48	40	8	8	28	
48	40	16	8	26	
48	40	24	8	26	
48	40	32	8	26	
48	40	40	8	26	
48	40	48	8	24	
48	40	56	8	24	
48	40	64	8	24	
48	40	72	8	24	
48	40	80	8	24	
48	50	0	14	36	
48	50	10	14	27	
48	50	20	14	25	
48	50	30	14	23	
48	50	40	14	23	
48	50	50	14	22	
48	50	60	14	22	
48	50	70	14	22	
48	50	80	14	22	
48	50	90	14	21	
48	50	100	14	21	
48	60	0	11	49	
48	60	12	11	42	
48	60	24	11	37	
48	60	36	11	36	
48	60	48	11	35	
48	60	60	11	33	
48	60	72	11	33	
48	60	84	11	33	
48	60	96	11	33	
48	60	108	11	31	
48	60	120	11	30	
48	70	0	13	57	
48	70	14	13	52	
48	70	28	13	46	
48	70	42	13	40	
48	70	56	13	40	
48	70	70	13	39	
48	70	84	13	36	
48	70	98	13	36	
48	70	112	13	36	
48	70	126	13	36	
48	70	140	13	36	
48	80	0	14	66	
48	80	16	14	57	
48	80	32	14	51	
48	80	48	14	48	
48	80	64	14	48	
48	80	80	14	47	
48	80	96	14	47	
48	80	112	14	45	
48	80	128	14	45	
48	80	144	14	44	
48	80	160	14	44	
48	90	0	14	76	
48	90	18	14	60	
48	90	36	14	57	
48	90	54	14	51	
48	90	72	14	48	
48	90	90	14	47	
48	90	108	14	46	
48	90	126	14	46	
48	90	144	14	45	
48	90	162	14	45	
48	90	180	14	45	
48	100	0	13	87	
48	100	20	13	73	
48	100	40	13	65	
48	100	60	13	64	
48	100	80	13	63	
48	100	100	13	62	
48	100	120	13	57	
48	100	140	13	57	
48	100	160	13	57	
48	100	180	13	56	
48	100	200	13	56	
49	10	0	6	4	
49	10	2	6	3	
49	10	4	6	3	
49	10	6	6	3	
49	10	8	6	3	
49	10	10	6	3	
49	10	12	6	3	
49	10	14	6	3	
49	10	16	6	3	
49	10	18	6	3	
49	10	20	6	3	
49	20	0	9	11	
49	20	4	9	8	
49	20	8	9	8	
49	20	12	9	7	
49	20	16	9	7	
49	20	20	9	7	
49	20	24	9	7	
49	20	28	9	7	
49	20	32	9	7	
49	20	36	9	7	
49	20	40	9	7	
49	30	0	7	23	
49	30	6	7	18	
49	30	12	7	18	
49	30	18	7	17	
49	30	24	7	17	
49	30	30	7	17	
49	30	36	7	17	
49	30	42	7	16	
49	30	48	7	16	
49	30	54	7	16	
49	30	60	7	16	
49	40	0	9	31	
49	40	8	9	24	
49	40	16	9	20	
49	40	24	9	20	
49	40	32	9	19	
49	40	40	9	19	
49	40	48	9	19	
49	40	56	9	19	
49	40	64	9	19	
49	40	72	9	19	
49	40	80	9	19	
49	50	0	9	41	
49	50	10	9	36	
49	50	20	9	30	
49	50	30	9	29	
49	50	40	9	27	
49	50	50	9	27	
49	50	60	9	26	
49	50	70	9	26	
49	50	80	9	25	
49	50	90	9	25	
49	50	100	9	25	
49	60	0	12	48	
49	60	12	12	42	
49	60	24	12	36	
49	60	36	12	35	
49	60	48	12	35	
49	60	60	12	35	
49	60	72	12	34	
49	60	84	12	33	
49	60	96	12	33	
49	60	108	12	32	
49	60	120	12	32	
49	70	0	13	57	
49	70	14	13	41	
49	70	28	13	39	
49	70	42	13	36	
49	70	56	13	35	
49	70	70	13	35	
49	70	84	13	35	
49	70	98	13	35	
49	70	112	13	33	
49	70	126	13	33	
49	70	140	13	33	
49	80	0	14	66	
49	80	16	14	55	
49	80	32	14	50	
49	80	48	14	50	
49	80	64	14	47	
49	80	80	14	47	
49	80	96	14	46	
49	80	112	14	46	
49	80	128	14	45	
49	80	144	14	45	
49	80	160	14	45	
49	90	0	12	78	
49	90	18	12	62	
49	90	36	12	60	
49	90	54	12	57	
49	90	72	12	54	
49	90	90	12	51	
49	90	108	12	49	
49	90	126	12	48	
49	90	144	12	49	
49	90	162	12	47	
49	90	180	12	47	
49	100	0	11	89	
49	100	20	11	71	
49	100	40	11	62	
49	100	60	11	61	
49	100	80	11	59	
49	100	100	11	58	
49	100	120	11	57	
49	100	140	11	57	
49	100	160	11	56	
49	100	180	11	54	
49	100	200	11	54	
50	10	0	6	4	
50	10	2	6	4	
50	10	4	6	4	
50	10	6	6	4	
50	10	8	6	4	
50	10	10	6	4	
50	10	12	6	4	
50	10	14	6	4	
50	10	16	6	4	
50	10	18	6	4	
50	10	20	6	4	
50	20	0	7	13	
50	20	4	7	11	
50	20	8	7	8	
50	20	12	7	8	
50	20	16	7	8	
50	20	20	7	8	
50	20	24	7	8	
50	20	28	7	8	
50	20	32	7	8	
50	20	36	7	8	
50	20	40	7	8	
50	30	0	9	21	
50	30	6	9	15	
50	30	12	9	14	
50	30	18	9	14	
50	30	24	9	14	
50	30	30	9	14	
50	30	36	9	14	
50	30	42	9	14	
50	30	48	9	14	
50	30	54	9	14	
50	30	60	9	14	
50	40	0	10	30	
50	40	8	10	24	
50	40	16	10	24	
50	40	24	10	23	
50	40	32	10	22	
50	40	40	10	21	
50	40	48	10	21	
50	40	56	10	20	
50	40	64	10	19	
50	40	72	10	19	
50	40	80	10	19	
50	50	0	9	41	
50	50	10	9	33	
50	50	20	9	32	
50	50	30	9	30	
50	50	40	9	30	
50	50	50	9	27	
50	50	60	9	27	
50	50	70	9	27	
50	50	80	9	27	
50	50	90	9	26	
50	50	100	9	26	
50	60	0	11	49	
50	60	12	11	37	
50	60	24	11	34	
50	60	36	11	34	
50	60	48	11	33	
50	60	60	11	33	
50	60	72	11	30	
50	60	84	11	30	
50	60	96	11	30	
50	60	108	11	30	
50	60	120	11	30	
50	70	0	11	59	
50	70	14	11	49	
50	70	28	11	44	
50	70	42	11	42	
50	70	56	11	42	
50	70	70	11	42	
50	70	84	11	42	
50	70	98	11	41	
50	70	112	11	41	
50	70	126	11	40	
50	70	140	11	40	
50	80	0	9	71	
50	80	16	9	54	
50	80	32	9	51	
50	80	48	9	51	
50	80	64	9	51	
50	80	80	9	51	
50	80	96	9	51	
50	80	112	9	51	
50	80	128	9	49	
50	80	144	9	49	
50	80	160	9	49	
50	90	0	16	74	
50	90	18	16	61	
50	90	36	16	57	
50	90	54	16	56	
50	90	72	16	51	
50	90	90	16	51	
50	90	108	16	51	
50	90	126	16	50	
50	90	144	16	50	
50	90	162	16	50	
50	90	180	16	50	
50	100	0	10	90	
50	100	20	10	75	
50	100	40	10	68	
50	100	60	10	66	
50	100	80	10	64	
50	100	100	10	64	
50	100	120	10	60	
50	100	140	10	60	
50	100	160	10	60	
50	100	180	10	60	
50	100	200	10	60	
51	10	0	4	6	
51	10	2	4	4	
51	10	4	4	4	
51	10	6	4	4	
51	10	8	4	4	
51	10	10	4	4	
51	10	12	4	3	
51	10	14	4	3	
51	10	16	4	3	
51	10	18	4	3	
51	10	20	4	3	
51	20	0	11	9	
51	20	4	11	8	
51	20	8	11	7	
51	20	12	11	7	
51	20	16	11	7	
51	20	20	11	7	
51	20	24	11	7	
51	20	28	11	7	
51	20	32	11	7	
51	20	36	11	7	
51	20	40	11	7	
51	30	0	9	21	
51	30	6	9	18	
51	30	12	9	16	
51	30	18	9	16	
51	30	24	9	15	
51	30	30	9	15	
51	30	36	9	15	
51	30	42	9	14	
51	30	48	9	14	
51	30	54	9	14	
51	30	60	9	14	
51	40	0	10	30	
51	40	8	10	26	
51	40	16	10	25	
51	40	24	10	25	
51	40	32	10	24	
51	40	40	10	24	
51	40	48	10	24	
51	40	56	10	24	
51	40	64	10	24	
51	40	72	10	24	
51	40	80	10	24	
51	50	0	13	37	
51	50	10	13	30	
51	50	20	13	28	
51	50	30	13	24	
51	50	40	13	24	
51	50	50	13	24	
51	50	60	13	24	
51	50	70	13	23	
51	50	80	13	23	
51	50	90	13	23	
51	50	100	13	23	
51	60	0	11	49	
51	60	12	11	41	
51	60	24	11	38	
51	60	36	11	33	
51	60	48	11	33	
51	60	60	11	33	
51	60	72	11	33	
51	60	84	11	33	
51	60	96	11	33	
51	60	108	11	33	
51	60	120	11	32	
51	70	0	13	57	
51	70	14	13	44	
51	70	28	13	44	
51	70	42	13	43	
51	70	56	13	42	
51	70	70	13	41	
51	70	84	13	41	
51	70	98	13	40	
51	70	112	13	39	
51	70	126	13	38	
51	70	140	13	37	
51	80	0	14	66	
51	80	16	14	52	
51	80	32	14	47	
51	80	48	14	46	
51	80	64	14	46	
51	80	80	14	44	
51	80	96	14	43	
51	80	112	14	42	
51	80	128	14	40	
51	80	144	14	39	
51	80	160	14	37	
51	90	0	14	76	
51	90	18	14	67	
51	90	36	14	64	
51	90	54	14	61	
51	90	72	14	56	
51	90	90	14	55	
51	90	108	14	54	
51	90	126	14	53	
51	90	144	14	52	
51	90	162	14	52	
51	90	180	14	52	
51	100	0	16	84	
51	100	20	16	70	
51	100	40	16	66	
51	100	60	16	61	
51	100	80	16	60	
51	100	100	16	58	
51	100	120	16	57	
51	100	140	16	57	
51	100	160	16	57	
51	100	180	16	55	
51	100	200	16	55	
52	10	0	5	5	
52	10	2	5	5	
52	10	4	5	5	
52	10	6	5	5	
52	10	8	5	5	
52	10	10	5	5	
52	10	12	5	5	
52	10	14	5	5	
52	10	16	5	5	
52	10	18	5	5	
52	10	20	5	5	
52	20	0	10	10	
52	20	4	10	8	
52	20	8	10	7	
52	20	12	10	7	
52	20	16	10	7	
52	20	20	10	7	
52	20	24	10	7	
52	20	28	10	7	
52	20	32	10	7	
52	20	36	10	7	
52	20	40	10	7	
52	30	0	9	21	
52	30	6	9	16	
52	30	12	9	14	
52	30	18	9	14	
52	30	24	9	14	
52	30	30	9	14	
52	30	36	9	13	
52	30	42	9	13	
52	30	48	9	13	
52	30	54	9	13	
52	30	60	9	13	
52	40	0	8	32	
52	40	8	8	26	
52	40	16	8	24	
52	40	24	8	22	
52	40	32	8	22	
52	40	40	8	22	
52	40	48	8	20	
52	40	56	8	20	
52	40	64	8	19	
52	40	72	8	19	
52	40	80	8	18	
52	50	0	10	40	
52	50	10	10	29	
52	50	20	10	24	
52	50	30	10	24	
52	50	40	10	24	
52	50	50	10	24	
52	50	60	10	24	
52	50	70	10	24	
52	50	80	10	24	
52	50	90	10	24	
52	50	100	10	24	
52	60	0	10	50	
52	60	12	10	36	
52	60	24	10	36	
52	60	36	10	35	
52	60	48	10	34	
52	60	60	10	33	
52	60	72	10	32	
52	60	84	10	30	
52	60	96	10	30	
52	60	108	10	30	
52	60	120	10	30	
52	70	0	14	56	
52	70	14	14	50	
52	70	28	14	46	
52	70	42	14	45	
52	70	56	14	43	
52	70	70	14	42	
52	70	84	14	42	
52	70	98	14	41	
52	70	112	14	41	
52	70	126	14	39	
52	70	140	14	39	
52	80	0	10	70	
52	80	16	10	56	
52	80	32	10	55	
52	80	48	10	53	
52	80	64	10	51	
52	80	80	10	51	
52	80	96	10	48	
52	80	112	10	48	
52	80	128	10	48	
52	80	144	10	47	
52	80	160	10	47	
52	90	0	10	80	
52	90	18	10	68	
52	90	36	10	62	
52	90	54	10	56	
52	90	72	10	54	
52	90	90	10	51	
52	90	108	10	51	
52	90	126	10	49	
52	90	144	10	47	
52	90	162	10	46	
52	90	180	10	43	
52	100	0	13	87	
52	100	20	13	70	
52	100	40	13	67	
52	100	60	13	65	
52	100	80	13	63	
52	100	100	13	61	
52	100	120	13	61	
52	100	140	13	60	
52	100	160	13	58	
52	100	180	13	58	
52	100	200	13	58	
53	10	0	5	5	
53	10	2	5	4	
53	10	4	5	4	
53	10	6	5	4	
53	10	8	5	4	
53	10	10	5	4	
53	10	12	5	4	
53	10	14	5	4	
53	10	16	5	4	
53	10	18	5	4	
53	10	20	5	4	
53	20	0	9	11	
53	20	4	9	9	
53	20	8	9	8	
53	20	12	9	8	
53	20	16	9	8	
53	20	20	9	8	
53	20	24	9	7	
53	20	28	9	7	
53	20	32	9	7	
53	20	36	9	7	
53	20	40	9	7	
53	30	0	10	20	
53	30	6	10	19	
53	30	12	10	14	
53	30	18	10	13	
53	30	24	10	13	
53	30	30	10	13	
53	30	36	10	13	
53	30	42	10	13	
53	30	48	10	13	
53	30	54	10	13	
53	30	60	10	13	
53	40	0	9	31	
53	40	8	9	27	
53	40	16	9	25	
53	40	24	9	23	
53	40	32	9	23	
53	40	40	9	23	
53	40	48	9	23	
53	40	56	9	23	
53	40	64	9	22	
53	40	72	9	22	
53	40	80	9	22	
53	50	0	12	38	
53	50	10	12	32	
53	50	20	12	29	
53	50	30	12	29	
53	50	40	12	28	
53	50	50	12	27	
53	50	60	12	26	
53	50	70	12	26	
53	50	80	12	26	
53	50	90	12	26	
53	50	100	12	26	
53	60	0	11	49	
53	60	12	11	37	
53	60	24	11	36	
53	60	36	11	36	
53	60	48	11	36	
53	60	60	11	36	
53	60	72	11	35	
53	60	84	11	33	
53	60	96	11	33	
53	60	108	11	33	
53	60	120	11	33	
53	70	0	11	59	
53	70	14	11	43	
53	70	28	11	39	
53	70	42	11	39	
53	70	56	11	39	
53	70	70	11	39	
53	70	84	11	39	
53	70	98	11	39	
53	70	112	11	39	
53	70	126	11	38	
53	70	140	11	38	
53	80	0	14	66	
53	80	16	14	52	
53	80	32	14	48	
53	80	48	14	48	
53	80	64	14	45	
53	80	80	14	43	
53	80	96	14	43	
53	80	112	14	43	
53	80	128	14	43	
53	80	144	14	42	
53	80	160	14	41	
53	90	0	12	78	
53	90	18	12	65	
53	90	36	12	63	
53	90	54	12	57	
53	90	72	12	55	
53	90	90	12	54	
53	90	108	12	53	
53	90	126	12	53	
53	90	144	12	53	
53	90	162	12	50	
53	90	180	12	50	
53	100	0	17	83	
53	100	20	17	64	
53	100	40	17	61	
53	100	60	17	54	
53	100	80	17	51	
53	100	100	17	50	
53	100	120	17	50	
53	100	140	17	49	
53	100	160	17	46	
53	100	180	17	46	
53	100	200	17	46	
54	10	0	7	3	
54	10	2	7	1	
54	10	4	7	1	
54	10	6	7	1	
54	10	8	7	1	
54	10	10	7	1	
54	10	12	7	1	
54	10	14	7	1	
54	10	16	7	1	
54	10	18	7	1	
54	10	20	7	1	
54	20	0	6	14	
54	20	4	6	11	
54	20	8	6	9	
54	20	12	6	9	
54	20	16	6	9	
54	20	20	6	8	
54	20	24	6	7	
54	20	28	6	7	
54	20	32	6	7	
54	20	36	6	7	
54	20	40	6	7	
54	30	0	9	21	
54	30	6	9	17	
54	30	12	9	17	
54	30	18	9	17	
54	30	24	9	17	
54	30	30	9	17	
54	30	36	9	17	
54	30	42	9	17	
54	30	48	9	16	
54	30	54	9	16	
54	30	60	9	16	
54	40	0	8	32	
54	40	8	8	24	
54	40	16	8	23	
54	40	24	8	23	
54	40	32	8	23	
54	40	40	8	23	
54	40	48	8	22	
54	40	56	8	22	
54	40	64	8	22	
54	40	72	8	22	
54	40	80	8	22	
54	50	0	11	39	
54	50	10	11	28	
54	50	20	11	27	
54	50	30	11	27	
54	50	40	11	26	
54	50	50	11	25	
54	50	60	11	24	
54	50	70	11	24	
54	50	80	11	24	
54	50	90	11	24	
54	50	100	11	24	
54	60	0	13	47	
54	60	12	13	37	
54	60	24	13	35	
54	60	36	13	34	
54	60	48	13	33	
54	60	60	13	33	
54	60	72	13	33	
54	60	84	13	33	
54	60	96	13	33	
54	60	108	13	33	
54	60	120	13	30	
54	70	0	12	58	
54	70	14	12	46	
54	70	28	12	40	
54	70	42	12	40	
54	70	56	12	39	
54	70	70	12	39	
54	70	84	12	38	
54	70	98	12	38	
54	70	112	12	38	
54	70	126	12	36	
54	70	140	12	36	
54	80	0	13	67	
54	80	16	13	57	
54	80	32	13	51	
54	80	48	13	50	
54	80	64	13	50	
54	80	80	13	47	
54	80	96	13	47	
54	80	112	13	46	
54	80	128	13	46	
54	80	144	13	46	
54	80	160	13	46	
54	90	0	13	77	
54	90	18	13	65	
54	90	36	13	63	
54	90	54	13	60	
54	90	72	13	59	
54	90	90	13	59	
54	90	108	13	58	
54	90	126	13	54	
54	90	144	13	54	
54	90	162	13	54	
54	90	180	13	54	
54	100	0	13	87	
54	100	20	13	74	
54	100	40	13	64	
54	100	60	13	59	
54	100	80	13	59	
54	100	100	13	58	
54	100	120	13	55	
54	100	140	13	53	
54	100	160	13	53	
54	100	180	13	53	
54	100	200	13	51	
55	10	0	6	4	
55	10	2	6	4	
55	10	4	6	3	
55	10	6	6	3	
55	10	8	6	3	
55	10	10	6	3	
55	10	12	6	3	
55	10	14	6	3	
55	10	16	6	3	
55	10	18	6	3	
55	10	20	6	3	
55	20	0	10	10	
55	20	4	10	8	
55	20	8	10	8	
55	20	12	10	8	
55	20	16	10	8	
55	20	20	10	8	
55	20	24	10	8	
55	20	28	10	8	
55	20	32	10	8	
55	20	36	10	8	
55	20	40	10	8	
55	30	0	8	22	
55	30	6	8	18	
55	30	12	8	16	
55	30	18	8	16	
55	30	24	8	14	
55	30	30	8	14	
55	30	36	8	14	
55	30	42	8	14	
55	30	48	8	14	
55	30	54	8	14	
55	30	60	8	14	
55	40	0	10	30	
55	40	8	10	24	
55	40	16	10	23	
55	40	24	10	23	
55	40	32	10	22	
55	40	40	10	22	
55	40	48	10	21	
55	40	56	10	21	
55	40	64	10	21	
55	40	72	10	21	
55	40	80	10	20	
55	50	0	10	40	
55	50	10	10	31	
55	50	20	10	31	
55	50	30	10	30	
55	50	40	10	26	
55	50	50	10	25	
55	50	60	10	25	
55	50	70	10	24	
55	50	80	10	24	
55	50	90	10	24	
55	50	100	10	24	
55	60	0	10	50	
55	60	12	10	36	
55	60	24	10	35	
55	60	36	10	33	
55	60	48	10	31	
55	60	60	10	31	
55	60	72	10	31	
55	60	84	10	31	
55	60	96	10	31	
55	60	108	10	31	
55	60	120	10	31	
55	70	0	12	58	
55	70	14	12	46	
55	70	28	12	45	
55	70	42	12	42	
55	70	56	12	41	
55	70	70	12	40	
55	70	84	12	38	
55	70	98	12	38	
55	70	112	12	37	
55	70	126	12	37	
55	70	140	12	36	
55	80	0	12	68	
55	80	16	12	60	
55	80	32	12	54	
55	80	48	12	51	
55	80	64	12	44	
55	80	80	12	44	
55	80	96	12	44	
55	80	112	12	44	
55	80	128	12	44	
55	80	144	12	44	
55	80	160	12	44	
55	90	0	14	76	
55	90	18	14	62	
55	90	36	14	57	
55	90	54	14	57	
55	90	72	14	54	
55	90	90	14	54	
55	90	108	14	53	
55	90	126	14	52	
55	90	144	14	51	
55	90	162	14	51	
55	90	180	14	51	
55	100	0	13	87	
55	100	20	13	69	
55	100	40	13	65	
55	100	60	13	63	
55	100	80	13	61	
55	100	100	13	59	
55	100	120	13	56	
55	100	140	13	56	
55	100	160	13	54	
55	100	180	13	52	
55	100	200	13	51	
56	10	0	6	4	
56	10	2	6	2	
56	10	4	6	2	
56	10	6	6	2	
56	10	8	6	2	
56	10	10	6	2	
56	10	12	6	2	
56	10	14	6	2	
56	10	16	6	2	
56	10	18	6	2	
56	10	20	6	2	
56	20	0	8	12	
56	20	4	8	12	
56	20	8	8	12	
56	20	12	8	12	
56	20	16	8	12	
56	20	20	8	10	
56	20	24	8	10	
56	20	28	8	10	
56	20	32	8	10	
56	20	36	8	8	
56	20	40	8	7	
56	30	0	8	22	
56	30	6	8	14	
56	30	12	8	13	
56	30	18	8	13	
56	30	24	8	13	
56	30	30	8	13	
56	30	36	8	13	
56	30	42	8	13	
56	30	48	8	13	
56	30	54	8	13	
56	30	60	8	13	
56	40	0	9	31	
56	40	8	9	24	
56	40	16	9	21	
56	40	24	9	21	
56	40	32	9	20	
56	40	40	9	19	
56	40	48	9	18	
56	40	56	9	18	
56	40	64	9	18	
56	40	72	9	18	
56	40	80	9	18	
56	50	0	11	39	
56	50	10	11	31	
56	50	20	11	29	
56	50	30	11	29	
56	50	40	11	27	
56	50	50	11	26	
56	50	60	11	25	
56	50	70	11	25	
56	50	80	11	25	
56	50	90	11	24	
56	50	100	11	23	
56	60	0	11	49	
56	60	12	11	38	
56	60	24	11	36	
56	60	36	11	35	
56	60	48	11	35	
56	60	60	11	35	
56	60	72	11	34	
56	60	84	11	34	
56	60	96	11	34	
56	60	108	11	32	
56	60	120	11	32	
56	70	0	13	57	
56	70	14	13	47	
56	70	28	13	41	
56	70	42	13	39	
56	70	56	13	39	
56	70	70	13	39	
56	70	84	13	37	
56	70	98	13	36	
56	70	112	13	36	
56	70	126	13	36	
56	70	140	13	35	
56	80	0	13	67	
56	80	16	13	58	
56	80	32	13	56	
56	80	48	13	50	
56	80	64	13	50	
56	80	80	13	50	
56	80	96	13	48	
56	80	112	13	47	
56	80	128	13	46	
56	80	144	13	46	
56	80	160	13	46	
56	90	0	11	79	
56	90	18	11	65	
56	90	36	11	59	
56	90	54	11	59	
56	90	72	11	57	
56	90	90	11	54	
56	90	108	11	50	
56	90	126	11	50	
56	90	144	11	50	
56	90	162	11	50	
56	90	180	11	49	
56	100	0	20	80	
56	100	20	20	67	
56	100	40	20	62	
56	100	60	20	55	
56	100	80	20	53	
56	100	100	20	53	
56	100	120	20	53	
56	100	140	20	53	
56	100	160	20	53	
56	100	180	20	53	
56	100	200	20	52	
57	10	0	5	5	
57	10	2	5	5	
57	10	4	5	5	
57	10	6	5	5	
57	10	8	5	5	
57	10	10	5	5	
57	10	12	5	5	
57	10	14	5	5	
57	10	16	5	5	
57	10	18	5	5	
57	10	20	5	5	
57	20	0	8	12	
57	20	4	8	8	
57	20	8	8	6	
57	20	12	8	6	
57	20	16	8	6	
57	20	20	8	6	
57	20	24	8	6	
57	20	28	8	6	
57	20	32	8	6	
57	20	36	8	6	
57	20	40	8	6	
57	30	0	9	21	
57	30	6	9	14	
57	30	12	9	14	
57	30	18	9	13	
57	30	24	9	13	
57	30	30	9	13	
57	30	36	9	13	
57	30	42	9	13	
57	30	48	9	13	
57	30	54	9	13	
57	30	60	9	13	
57	40	0	12	28	
57	40	8	12	22	
57	40	16	12	20	
57	40	24	12	19	
57	40	32	12	19	
57	40	40	12	19	
57	40	48	12	18	
57	40	56	12	17	
57	40	64	12	17	
57	40	72	12	17	
57	40	80	12	17	
57	50	0	11	39	
57	50	10	11	31	
57	50	20	11	28	
57	50	30	11	24	
57	50	40	11	24	
57	50	50	11	24	
57	50	60	11	24	
57	50	70	11	24	
57	50	80	11	24	
57	50	90	11	23	
57	50	100	11	23	
57	60	0	12	48	
57	60	12	12	33	
57	60	24	12	30	
57	60	36	12	29	
57	60	48	12	28	
57	60	60	12	28	
57	60	72	12	28	
57	60	84	12	27	
57	60	96	12	27	
57	60	108	12	27	
57	60	120	12	27	
57	70	0	11	59	
57	70	14	11	48	
57	70	28	11	42	
57	70	42	11	42	
57	70	56	11	38	
57	70	70	11	38	
57	70	84	11	38	
57	70	98	11	37	
57	70	112	11	37	
57	70	126	11	37	
57	70	140	11	37	
57	80	0	13	67	
57	80	16	13	57	
57	80	32	13	53	
57	80	48	13	50	
57	80	64	13	45	
57	80	80	13	44	
57	80	96	13	44	
57	80	112	13	43	
57	80	128	13	42	
57	80	144	13	42	
57	80	160	13	41	
57	90	0	12	78	
57	90	18	12	67	
57	90	36	12	61	
57	90	54	12	58	
57	90	72	12	58	
57	90	90	12	58	
57	90	108	12	58	
57	90	126	12	58	
57	90	144	12	58	
57	90	162	12	56	
57	90	180	12	54	
57	100	0	13	87	
57	100	20	13	75	
57	100	40	13	72	
57	100	60	13	63	
57	100	80	13	61	
57	100	100	13	59	
57	100	120	13	59	
57	100	140	13	57	
57	100	160	13	56	
57	100	180	13	55	
57	100	200	13	54	
58	10	0	5	5	
58	10	2	5	4	
58	10	4	5	4	
58	10	6	5	4	
58	10	8	5	4	
58	10	10	5	3	
58	10	12	5	3	
58	10	14	5	3	
58	10	16	5	3	
58	10	18	5	3	
58	10	20	5	3	
58	20	0	10	10	
58	20	4	10	8	
58	20	8	10	8	
58	20	12	10	8	
58	20	16	10	8	
58	20	20	10	8	
58	20	24	10	8	
58	20	28	10	8	
58	20	32	10	8	
58	20	36	10	8	
58	20	40	10	8	
58	30	0	8	22	
58	30	6	8	18	
58	30	12	8	14	
58	30	18	8	14	
58	30	24	8	14	
58	30	30	8	13	
58	30	36	8	13	
58	30	42	8	13	
58	30	48	8	13	
58	30	54	8	13	
58	30	60	8	13	
58	40	0	12	28	
58	40	8	12	23	
58	40	16	12	22	
58	40	24	12	20	
58	40	32	12	19	
58	40	40	12	19	
58	40	48	12	19	
58	40	56	12	19	
58	40	64	12	19	
58	40	72	12	19	
58	40	80	12	19	
58	50	0	8	42	
58	50	10	8	33	
58	50	20	8	28	
58	50	30	8	27	
58	50	40	8	27	
58	50	50	8	27	
58	50	60	8	27	
58	50	70	8	27	
58	50	80	8	27	
58	50	90	8	27	
58	50	100	8	27	
58	60	0	12	48	
58	60	12	12	34	
58	60	24	12	30	
58	60	36	12	30	
58	60	48	12	29	
58	60	60	12	29	
58	60	72	12	29	
58	60	84	12	28	
58	60	96	12	28	
58	60	108	12	28	
58	60	120	12	28	
58	70	0	14	56	
58	70	14	14	47	
58	70	28	14	42	
58	70	42	14	40	
58	70	56	14	40	
58	70	70	14	39	
58	70	84	14	37	
58	70	98	14	37	
58	70	112	14	34	
58	70	126	14	32	
58	70	140	14	31	
58	80	0	14	66	
58	80	16	14	53	
58	80	32	14	49	
58	80	48	14	47	
58	80	64	14	46	
58	80	80	14	45	
